Customer Number,Offer Accepted,Reward,Mailer Type,Income Level,# Bank Accounts Open,Overdraft Protection,Credit Rating,# Credit Cards Held,# Homes Owned,Household Size,Own Your Home,Average Balance,Q1 Balance,Q2 Balance,Q3 Balance,Q4 Balance
1550,No,Points,Letter,Medium,1,No,Medium,2,2,5,Yes,1144.75,1894,1130,1298,257
1551,Yes,Air Miles,Postcard,Medium,2,No,Low,1,1,5,Yes,949.25,391,437,2124,845
1552,No,Points,Postcard,High,1,No,Low,2,1,3,Yes,805.75,538,820,933,932
1553,No,Points,Letter,Medium,1,No,High,1,1,5,Yes,1037.75,154,1222,1051,1724
1554,No,Cash Back,Letter,Medium,1,No,High,1,1,3,No,666,548,682,542,892
1555,No,Cash Back,Letter,Medium,1,No,High,2,1,2,Yes,921.5,1618,1240,809,19
1556,No,Cash Back,Postcard,Medium,1,Yes,Low,2,1,1,Yes,1019.75,1861,1227,825,166
1557,No,Points,Letter,High,1,No,High,4,2,4,No,871.5,947,931,959,649
1558,No,Points,Letter,Medium,2,No,High,1,1,3,Yes,902.75,1531,1009,600,471
1559,No,Air Miles,Postcard,High,1,No,Low,2,1,3,No,1081.25,635,1063,1285,1342
1560,No,Cash Back,Letter,Medium,1,No,Medium,2,2,4,No,1138.75,901,1154,2097,403
1561,No,Air Miles,Postcard,High,1,No,High,1,3,5,Yes,1163.25,1885,1500,978,290
1562,No,Air Miles,Postcard,High,2,No,Low,2,1,3,No,1333.5,1940,1615,730,1049
1563,No,Cash Back,Postcard,Medium,2,No,Medium,2,1,2,No,954,1632,1149,857,178
1564,No,Cash Back,Letter,High,1,No,Medium,3,1,3,Yes,888,957,845,885,865
1565,No,Cash Back,Letter,Low,1,No,High,2,1,3,Yes,1119.25,599,579,1653,1646
1566,No,Points,Letter,Medium,1,No,Low,2,1,4,No,1024.25,18,1367,1402,1310
1567,No,Air Miles,Letter,Medium,1,No,High,2,2,3,No,989.25,1899,1165,856,37
1568,No,Points,Letter,High,3,No,Medium,3,2,3,Yes,1260,845,859,1770,1566
1569,No,Cash Back,Letter,High,1,No,Medium,2,2,5,Yes,963,62,1285,1360,1145
1570,No,Cash Back,Letter,Medium,2,No,Low,2,1,3,Yes,925.25,58,1035,1050,1558
1571,No,Cash Back,Letter,Low,1,No,High,2,1,4,Yes,1008.75,831,755,1131,1318
1572,No,Air Miles,Letter,Medium,1,No,Medium,2,1,5,No,1226.25,961,1246,1151,1547
1573,No,Cash Back,Letter,Medium,2,No,Low,1,2,5,No,1145.5,1832,1216,1347,187
1574,No,Points,Letter,Low,1,No,Medium,1,1,5,Yes,738.75,752,859,517,827
1575,No,Cash Back,Letter,Medium,1,No,High,2,2,4,Yes,793.75,593,816,960,806
1576,Yes,Air Miles,Letter,Low,1,No,Low,1,1,3,No,968.75,1751,1245,590,289
1577,No,Cash Back,Postcard,Medium,2,No,High,2,1,6,Yes,1069,16,856,2103,1301
1578,No,Points,Letter,High,1,Yes,High,1,1,5,Yes,1121,718,1306,1581,879
1579,No,Cash Back,Letter,Medium,1,No,High,4,1,2,No,1008.5,1586,1369,826,253
1580,No,Air Miles,Letter,Medium,1,No,High,2,1,5,No,894.5,1803,866,453,456
1581,No,Cash Back,Letter,Medium,2,No,High,2,2,4,Yes,890.25,954,851,999,757
1582,Yes,Air Miles,Postcard,Medium,1,No,Medium,2,1,3,Yes,1275.5,1445,475,1415,1767
1583,No,Points,Letter,High,2,No,High,3,1,5,No,234.25,145,310,153,329
1584,No,Air Miles,Letter,High,1,No,Low,1,2,6,Yes,667.25,555,645,951,518
1585,Yes,Cash Back,Postcard,Medium,1,No,Low,2,1,3,Yes,710.25,583,663,969,626
1586,No,Points,Letter,Medium,2,Yes,High,3,1,5,No,669,751,644,691,590
1587,Yes,Air Miles,Letter,Medium,1,No,High,1,1,4,Yes,241.25,304,228,209,224
1588,No,Points,Letter,High,2,No,Medium,3,1,2,Yes,1021.75,671,816,844,1756
1589,No,Points,Letter,Medium,2,No,High,3,1,3,No,173.25,13,348,115,217
1590,No,Air Miles,Postcard,Low,2,No,Medium,4,1,5,No,1091.5,136,902,1644,1684
1591,No,Points,Letter,Medium,2,No,High,2,1,5,Yes,232.5,376,76,100,378
1592,No,Points,Postcard,Medium,1,No,Medium,2,1,3,No,820.25,1590,1053,559,79
1593,No,Points,Letter,High,1,No,High,2,1,6,Yes,989.75,1681,1075,981,222
1594,No,Points,Postcard,Medium,1,No,High,3,1,5,No,1024,340,1033,2119,604
1595,Yes,Points,Postcard,Low,1,No,Low,3,2,3,No,1156,534,1470,1503,1117
1596,No,Cash Back,Postcard,Medium,2,No,High,1,1,1,Yes,335,230,331,380,399
1597,No,Points,Postcard,Low,1,No,Low,1,2,3,Yes,1105,680,1358,1013,1369
1598,No,Air Miles,Postcard,Medium,1,No,High,1,1,5,Yes,1411,2116,1578,1113,837
1599,No,Air Miles,Letter,Medium,1,No,Medium,2,1,3,No,992.5,790,653,1253,1274
1600,Yes,Cash Back,Postcard,High,1,No,Low,2,1,2,No,1234.75,2176,1740,856,167
1601,No,Air Miles,Postcard,Medium,1,No,Medium,2,1,5,Yes,668.25,615,700,574,784
1602,No,Points,Postcard,Low,2,No,High,3,2,4,Yes,998.25,53,831,1566,1543
1603,No,Points,Letter,Medium,1,No,Medium,1,1,2,Yes,753,919,604,797,692
1604,No,Points,Letter,Low,1,No,High,2,1,3,Yes,811.75,982,846,776,643
1605,No,Points,Letter,Medium,1,No,Medium,4,1,4,Yes,1008.25,136,432,1713,1752
1606,No,Cash Back,Letter,Low,1,No,High,1,3,4,Yes,1678.75,1556,1667,1683,1809
1607,No,Cash Back,Postcard,Low,1,Yes,High,1,2,4,No,1130,456,856,2142,1066
1608,No,Cash Back,Postcard,High,1,Yes,Medium,1,1,6,No,1088.25,1246,1704,696,707
1609,No,Cash Back,Postcard,Low,2,No,High,2,1,3,Yes,1140.5,726,496,1522,1818
1610,No,Points,Postcard,Low,1,Yes,High,3,1,4,Yes,831.25,1745,886,610,84
1611,No,Points,Postcard,Low,2,No,Medium,3,1,4,Yes,314.25,289,454,111,403
1612,No,Air Miles,Letter,Medium,2,No,High,2,2,3,No,175,7,246,25,422
1613,No,Cash Back,Letter,Low,1,Yes,Medium,2,1,3,Yes,921.75,1508,1244,656,279
1614,No,Air Miles,Postcard,Low,1,No,High,1,1,4,Yes,1390.5,395,1601,2236,1330
1615,No,Air Miles,Letter,High,1,No,High,2,1,4,No,1031.5,175,1289,1320,1342
1616,No,Points,Postcard,Low,1,No,High,1,1,5,Yes,659.25,658,587,622,770
1617,No,Air Miles,Postcard,Medium,2,No,High,1,1,3,Yes,913.75,428,1102,1415,710
1618,No,Cash Back,Postcard,Medium,1,No,High,2,1,5,Yes,1220.5,1280,1793,854,955
1619,No,Air Miles,Letter,Medium,1,No,High,2,2,5,Yes,1162,728,1429,1254,1237
1620,No,Air Miles,Letter,Medium,1,No,High,1,2,2,No,1167.25,240,1633,1925,871
1621,No,Air Miles,Postcard,Medium,1,No,High,2,1,3,Yes,939.5,415,1407,1453,483
1622,No,Air Miles,Postcard,Low,1,Yes,High,2,1,5,Yes,222,164,404,166,154
1623,No,Points,Postcard,High,1,No,Low,3,1,4,No,367.75,391,433,198,449
1624,No,Points,Letter,Low,2,Yes,Low,1,2,3,Yes,1041.5,1712,1339,624,491
1625,No,Cash Back,Postcard,Medium,1,No,Low,1,1,2,Yes,1011.5,1520,1258,963,305
1626,No,Points,Letter,High,1,No,Low,1,1,5,No,1012,1894,1385,710,59
1627,No,Air Miles,Letter,Medium,1,No,Medium,1,1,5,Yes,1007.25,1201,1737,899,192
1628,Yes,Air Miles,Letter,Medium,1,Yes,Low,1,1,1,No,911.5,679,851,1669,447
1629,Yes,Air Miles,Postcard,Medium,2,No,Low,3,1,3,Yes,1288.75,257,1184,1610,2104
1630,No,Air Miles,Letter,Low,1,No,High,4,1,1,Yes,1238.75,681,1244,1688,1342
1631,No,Cash Back,Letter,Medium,1,No,Low,1,1,4,Yes,982,1805,1269,702,152
1632,No,Cash Back,Letter,High,1,No,Medium,1,1,4,Yes,181.75,62,404,202,59
1633,No,Cash Back,Letter,Medium,1,No,Medium,1,1,3,Yes,1022.5,741,1104,1587,658
1634,No,Cash Back,Postcard,Low,1,No,Medium,4,1,6,Yes,838,100,703,1159,1390
1635,No,Points,Postcard,Medium,1,No,High,2,1,3,Yes,809.75,764,939,810,726
1636,No,Air Miles,Postcard,Low,1,No,High,1,1,4,No,699.5,563,861,833,541
1637,No,Points,Postcard,Low,2,Yes,Medium,1,1,4,No,1768,1720,1977,1723,1652
1638,No,Cash Back,Postcard,Low,1,No,High,3,1,3,Yes,608.5,259,584,937,654
1639,No,Air Miles,Postcard,Medium,1,No,Medium,3,1,3,No,211,163,155,298,228
1640,No,Air Miles,Postcard,High,1,No,Medium,1,1,3,Yes,1133,842,756,1034,1900
1641,No,Air Miles,Postcard,Low,2,Yes,High,1,1,3,Yes,859.5,747,428,857,1406
1642,No,Points,Letter,High,1,No,Medium,3,1,3,Yes,1039.75,1211,904,1308,736
1643,No,Cash Back,Postcard,Medium,1,No,Low,2,1,3,Yes,885.5,222,644,2037,639
1644,No,Points,Postcard,Medium,1,No,Low,2,1,3,Yes,1046,202,1554,1990,438
1645,No,Cash Back,Letter,Low,1,No,Low,3,1,4,No,351.25,360,380,415,250
1646,No,Cash Back,Postcard,Low,1,No,Medium,4,1,4,No,997.5,1651,1459,579,301
1647,Yes,Points,Letter,Medium,1,Yes,Low,2,1,3,Yes,1033.75,1918,1269,807,141
1648,No,Air Miles,Letter,Medium,1,No,High,3,1,3,Yes,1150,871,694,1278,1757
1649,No,Cash Back,Letter,Medium,1,No,Medium,2,1,3,No,222.75,163,430,149,149
1650,No,Air Miles,Letter,Medium,1,No,Low,2,1,3,Yes,1039.25,626,1054,1563,914
1651,No,Points,Letter,Medium,1,No,High,3,1,3,No,761.25,530,760,863,892
1652,No,Air Miles,Postcard,Low,2,No,Low,2,1,6,No,1091.5,772,1370,1463,761
1653,No,Air Miles,Letter,High,1,No,Medium,2,2,4,Yes,1141.75,1252,582,1386,1347
1654,No,Cash Back,Letter,High,1,No,Low,1,1,3,Yes,1188,760,842,1139,2011
1655,No,Points,Letter,Medium,1,No,Medium,2,1,3,Yes,1257.75,1869,1749,813,600
1656,Yes,Points,Postcard,Low,1,No,Low,3,2,2,No,928,1254,1157,1150,151
1657,No,Air Miles,Postcard,High,2,Yes,High,1,1,3,No,1243.75,1438,826,876,1835
1658,No,Points,Letter,Medium,2,No,Low,2,1,5,Yes,1436.5,696,1593,1822,1635
1659,No,Cash Back,Postcard,Medium,2,Yes,Low,2,1,3,No,680,241,431,1645,403
1660,No,Cash Back,Letter,Medium,2,No,Low,2,2,6,Yes,1051.5,22,1703,1212,1269
1661,No,Points,Letter,Medium,1,No,High,1,1,4,No,1718.5,1625,1780,1883,1586
1662,No,Air Miles,Letter,Low,1,No,Medium,1,2,2,Yes,1326.25,955,1231,1793,1326
1663,No,Points,Letter,High,2,No,Low,1,1,2,Yes,711.25,853,711,621,660
1664,No,Cash Back,Letter,Medium,1,No,High,2,1,3,Yes,745,963,828,678,511
1665,No,Cash Back,Postcard,Low,1,No,Low,2,1,4,No,988.75,1981,1061,864,49
1666,No,Cash Back,Postcard,Medium,1,No,Medium,4,1,5,Yes,272.25,438,341,81,229
1667,No,Points,Letter,Medium,3,No,High,2,1,5,No,1134,134,960,1567,1875
1668,No,Air Miles,Postcard,Medium,1,No,Low,3,1,3,Yes,1183.75,505,945,2166,1119
1669,No,Air Miles,Letter,High,1,No,Low,2,1,4,No,229.5,22,429,290,177
1670,No,Air Miles,Letter,Low,1,Yes,Low,1,1,2,Yes,1264,941,1684,1306,1125
1671,No,Air Miles,Postcard,Low,2,No,Low,2,1,6,Yes,388.25,396,472,295,390
1672,No,Air Miles,Letter,Low,1,No,High,1,1,3,No,376.75,466,165,384,492
1673,No,Points,Postcard,Medium,1,No,High,1,2,4,Yes,124.75,174,2,113,210
1674,No,Points,Letter,High,1,No,High,3,2,3,Yes,1180.75,374,648,1777,1924
1675,No,Points,Postcard,High,2,No,High,1,1,5,No,759.25,770,689,752,826
1676,No,Air Miles,Postcard,High,1,No,Medium,2,1,3,Yes,870.5,1650,1028,545,259
1677,No,Air Miles,Postcard,High,1,No,Medium,2,1,4,Yes,989,342,635,895,2084
1678,No,Points,Letter,Medium,1,No,Medium,2,1,5,Yes,1151.25,21,1497,1711,1376
1679,No,Air Miles,Letter,Low,1,No,Low,1,2,4,Yes,1216,1097,782,1950,1035
1680,No,Air Miles,Letter,High,1,No,Medium,2,1,3,No,1006,1467,1680,594,283
1681,No,Air Miles,Postcard,Low,1,No,Medium,2,2,5,Yes,182.5,405,121,199,5
1682,No,Air Miles,Postcard,Medium,1,No,High,3,1,2,Yes,308,434,400,8,390
1683,No,Cash Back,Letter,High,2,No,Medium,2,1,3,Yes,880.75,842,958,1304,419
1684,No,Air Miles,Postcard,High,1,No,High,2,1,3,No,897.25,118,1019,1698,754
1685,No,Cash Back,Postcard,High,1,No,High,1,1,4,No,1156.75,1564,1186,1183,694
1686,No,Points,Postcard,High,1,No,High,2,2,6,Yes,1046.25,1556,1325,985,319
1687,No,Points,Letter,Low,1,Yes,High,1,1,4,Yes,1394.25,1518,1735,1305,1019
1688,Yes,Air Miles,Letter,Low,1,No,Medium,2,1,3,No,106,78,63,111,172
1689,No,Points,Letter,Medium,2,No,Medium,1,1,4,Yes,745.75,869,708,627,779
1690,No,Air Miles,Postcard,Medium,1,No,High,1,1,4,Yes,1075.75,1828,1420,964,91
1691,No,Cash Back,Postcard,Medium,1,No,Medium,3,1,3,No,1023,347,720,1082,1943
1692,No,Air Miles,Letter,Low,1,No,Medium,3,1,3,Yes,681.25,578,621,883,643
1693,No,Points,Letter,High,1,No,Low,2,2,4,Yes,1289.5,773,1540,1932,913
1694,No,Air Miles,Letter,High,2,No,High,2,2,3,No,700,1268,813,586,133
1695,No,Air Miles,Letter,Medium,2,No,High,3,1,3,No,933.5,56,994,808,1876
1696,No,Air Miles,Letter,Medium,2,Yes,Low,2,1,5,Yes,1116,275,1276,1994,919
1697,No,Cash Back,Postcard,Medium,2,No,Medium,4,1,5,No,1083.5,280,1580,1885,589
1698,No,Points,Letter,Medium,1,Yes,High,1,1,5,No,1233.75,659,1677,1635,964
1699,No,Points,Postcard,Medium,1,No,Medium,1,1,6,Yes,1011.75,175,628,1800,1444
1700,No,Air Miles,Postcard,Low,1,Yes,High,2,1,2,Yes,915.5,37,1104,1689,832
1701,Yes,Air Miles,Postcard,Low,1,No,Low,1,1,4,Yes,1314.5,674,1069,2146,1369
1702,No,Air Miles,Letter,Low,1,No,Medium,1,1,5,No,199.5,93,93,167,445
1703,Yes,Air Miles,Postcard,High,2,No,Medium,3,2,5,Yes,660.25,756,564,751,570
1704,No,Air Miles,Letter,Medium,1,No,Low,1,1,4,Yes,908.25,1252,1157,916,308
1705,Yes,Points,Postcard,Low,1,No,Low,2,1,5,Yes,1220.75,515,951,1688,1729
1706,No,Cash Back,Letter,High,1,No,Medium,2,1,4,Yes,1314.25,991,973,1523,1770
1707,No,Points,Postcard,Medium,1,No,High,2,1,5,Yes,1064.25,1066,889,1595,707
1708,No,Air Miles,Postcard,Low,1,No,High,1,1,3,Yes,932.75,896,1127,1303,405
1709,No,Cash Back,Letter,Medium,2,No,Low,2,2,3,No,1565,1034,1591,2164,1471
1710,No,Points,Postcard,High,2,No,Low,2,2,3,No,991.25,114,889,1538,1424
1711,No,Points,Letter,Medium,1,No,Medium,2,1,2,Yes,861.5,373,935,1663,475
1712,No,Air Miles,Postcard,Medium,2,Yes,High,2,1,5,Yes,1103,547,1572,1418,875
1713,No,Points,Letter,High,1,No,Medium,1,2,2,No,1327.5,2050,1339,1149,772
1714,No,Points,Postcard,Medium,1,No,High,2,2,4,Yes,734.25,719,530,863,825
1715,No,Points,Postcard,Medium,1,No,Low,1,1,2,No,801.75,978,831,532,866
1716,No,Cash Back,Postcard,Medium,1,No,Low,1,1,2,No,1068,978,455,1247,1592
1717,No,Points,Postcard,Low,2,No,High,4,1,3,No,636.5,611,817,538,580
1718,Yes,Points,Letter,High,1,No,Low,1,1,4,Yes,986,1482,1191,645,626
1719,No,Cash Back,Postcard,Medium,1,No,Low,2,1,3,Yes,899.5,1241,1543,703,111
1720,No,Cash Back,Letter,Medium,1,No,Medium,2,1,5,No,252.25,378,53,471,107
1721,No,Points,Postcard,Medium,2,No,Low,2,1,3,Yes,1081.25,1826,1534,490,475
1722,No,Air Miles,Postcard,Medium,1,Yes,Medium,2,1,4,Yes,196.5,74,201,442,69
1723,No,Cash Back,Letter,Medium,1,No,High,3,1,4,Yes,1236.25,884,954,1344,1763
1724,No,Points,Letter,Medium,2,No,Medium,1,2,2,No,1065.25,271,1051,1776,1163
1725,No,Cash Back,Letter,Low,2,Yes,Low,3,2,3,Yes,1130.5,457,1399,1623,1043
1726,No,Points,Postcard,Low,1,No,Low,2,2,2,Yes,835,643,990,958,749
1727,No,Air Miles,Letter,Medium,2,No,Low,2,1,3,Yes,1068.25,124,1196,1490,1463
1728,No,Cash Back,Postcard,Medium,1,No,High,2,2,2,Yes,1020.75,489,651,1223,1720
1729,No,Cash Back,Letter,Low,2,No,High,2,2,3,Yes,933.5,1551,1157,794,232
1730,No,Cash Back,Postcard,High,2,Yes,Low,2,2,3,Yes,359.5,372,425,413,228
1731,No,Points,Postcard,High,1,No,Medium,1,1,3,Yes,1189,2081,1612,728,335
1732,No,Points,Postcard,High,1,Yes,Medium,1,1,2,Yes,205.5,216,134,446,26
1733,Yes,Points,Letter,Medium,1,No,Low,1,2,3,Yes,241.25,70,103,313,479
1734,No,Points,Postcard,Low,1,No,High,1,1,3,No,1235,774,730,1433,2003
1735,No,Cash Back,Postcard,Medium,1,No,High,1,1,5,No,781,938,546,722,918
1736,No,Air Miles,Postcard,Low,1,No,High,1,1,4,Yes,1186.25,214,1600,1608,1323
1737,No,Points,Postcard,Medium,1,No,High,2,1,5,Yes,177.75,127,132,130,322
1738,No,Cash Back,Letter,Medium,1,Yes,Medium,2,1,4,Yes,1072,591,1133,1778,786
1739,No,Cash Back,Letter,Low,2,No,Low,3,1,4,Yes,220.5,184,316,11,371
1740,No,Cash Back,Letter,High,1,No,Medium,2,1,3,Yes,1190.25,827,1455,1959,520
1741,No,Air Miles,Letter,Medium,2,Yes,High,2,1,3,Yes,796,940,682,891,671
1742,No,Cash Back,Postcard,Medium,1,Yes,Low,4,2,4,Yes,876,246,770,950,1538
1743,No,Air Miles,Postcard,Medium,1,No,Low,3,2,3,Yes,901.25,1627,1128,781,69
1744,No,Cash Back,Postcard,High,1,No,Medium,3,1,3,Yes,646.75,647,563,869,508
1745,No,Cash Back,Letter,Medium,1,No,High,1,1,4,Yes,966.25,162,1394,1302,1007
1746,No,Points,Postcard,Medium,2,No,High,1,2,2,No,224,311,96,311,178
1747,No,Cash Back,Postcard,Medium,1,Yes,High,1,1,2,Yes,274,270,487,87,252
1748,No,Points,Letter,Low,1,No,Medium,1,1,2,Yes,1133.5,748,766,1201,1819
1749,No,Cash Back,Postcard,Medium,2,No,High,1,2,5,Yes,289,189,364,431,172
1750,No,Air Miles,Postcard,Medium,1,No,Low,3,1,2,Yes,788.5,57,693,1105,1299
1751,No,Cash Back,Letter,Low,1,No,Medium,1,1,5,No,934.5,774,1201,1209,554
1752,No,Air Miles,Letter,Low,1,No,Low,2,1,2,No,726.25,537,716,812,840
1753,No,Cash Back,Letter,Medium,1,No,High,2,1,3,No,1210,675,911,2082,1172
1754,No,Points,Postcard,High,1,No,Medium,2,1,3,Yes,1204.75,1004,926,1689,1200
1755,No,Cash Back,Letter,High,1,Yes,High,1,1,4,No,1036,1666,816,742,920
1756,No,Points,Letter,Medium,1,No,Low,4,2,3,No,877.5,1578,1226,634,72
1757,No,Cash Back,Postcard,Low,1,No,Medium,4,1,1,No,721.5,711,669,776,730
1758,No,Points,Letter,Medium,1,No,Medium,1,1,3,Yes,1058.75,1650,1716,731,138
1759,No,Points,Postcard,Medium,1,No,Medium,1,1,3,Yes,1260.5,63,1748,1832,1399
1760,No,Cash Back,Postcard,High,2,No,High,3,2,4,Yes,1185.5,1622,1480,901,739
1761,No,Points,Postcard,Low,1,No,Low,3,1,3,No,1188.5,969,1203,1691,891
1762,Yes,Air Miles,Postcard,Low,1,No,Medium,2,1,5,Yes,1304.75,863,1172,2077,1107
1763,No,Air Miles,Postcard,Low,1,No,High,2,1,5,Yes,1110.75,907,612,1197,1727
1764,No,Cash Back,Postcard,Medium,1,Yes,High,3,1,5,Yes,138.5,422,9,92,31
1765,Yes,Cash Back,Postcard,Low,2,No,Low,4,1,4,Yes,153,59,247,176,130
1766,No,Points,Letter,Medium,2,No,Low,3,1,4,Yes,1008.25,1539,1398,946,150
1767,No,Cash Back,Postcard,Low,1,No,High,1,2,5,Yes,1149,993,648,2199,756
1768,No,Air Miles,Postcard,High,2,No,Low,2,1,5,No,1196.5,343,1785,1329,1329
1769,No,Cash Back,Letter,Medium,2,No,Low,3,2,3,Yes,1101.25,820,1201,945,1439
1770,No,Cash Back,Postcard,Low,1,No,Medium,3,1,6,Yes,848.5,992,900,736,766
1771,No,Cash Back,Postcard,High,2,No,Low,2,1,4,No,1072.25,375,1195,1328,1391
1772,No,Cash Back,Postcard,Medium,1,No,High,3,1,1,Yes,1270.5,1763,1337,990,992
1773,No,Points,Postcard,High,1,Yes,High,2,2,5,No,250,36,268,261,435
1774,Yes,Points,Letter,Low,1,No,Low,2,1,3,No,1481.5,1018,1882,2062,964
1775,No,Points,Postcard,Medium,1,No,Low,3,1,4,Yes,1061.25,1550,1108,782,805
1776,No,Cash Back,Postcard,Medium,1,No,Low,1,2,4,No,954.5,2006,1000,582,230
1777,No,Cash Back,Letter,High,1,No,Low,2,1,4,No,328.25,387,207,340,379
1778,No,Cash Back,Postcard,Medium,1,Yes,Medium,2,1,1,Yes,926.5,1325,1008,404,969
1779,Yes,Points,Letter,Medium,2,No,Medium,1,1,3,No,1046.25,303,1363,1126,1393
1780,No,Points,Postcard,High,1,Yes,High,1,2,1,Yes,755.25,884,860,579,698
1781,No,Air Miles,Postcard,High,1,No,High,2,1,4,Yes,1190.5,1682,1629,971,480
1782,No,Air Miles,Letter,High,1,No,Low,1,1,2,No,1145,1951,1381,971,277
1783,Yes,Points,Letter,Low,1,No,Low,1,1,2,Yes,1009.5,1930,1173,783,152
1784,No,Air Miles,Letter,Low,1,No,High,2,1,5,Yes,1007.75,192,997,821,2021
1785,No,Cash Back,Letter,Low,1,No,Low,1,1,4,Yes,859.25,1342,871,582,642
1786,No,Cash Back,Postcard,Low,2,No,Low,1,1,2,Yes,1099,1959,1423,893,121
1787,No,Cash Back,Letter,Medium,1,No,High,2,2,6,No,1342,984,1310,1561,1513
1788,No,Cash Back,Postcard,High,1,No,Medium,1,2,5,Yes,1213.5,1431,1067,1352,1004
1789,No,Points,Letter,Low,1,No,High,1,1,3,Yes,1091.25,678,814,1294,1579
1790,No,Points,Postcard,Medium,1,No,High,2,1,4,Yes,1011.75,614,480,1630,1323
1791,No,Air Miles,Letter,Medium,1,No,Low,2,2,3,No,891.25,980,865,806,914
1792,No,Cash Back,Letter,Low,1,No,Medium,2,1,3,No,1242.75,473,1750,2123,625
1793,No,Cash Back,Letter,Medium,1,No,Low,2,1,3,Yes,1269,24,1808,2076,1168
1794,No,Air Miles,Postcard,Low,2,No,Low,1,1,3,No,679,511,762,646,797
1795,No,Cash Back,Letter,High,2,No,Low,3,2,3,No,1072.5,1877,1476,562,375
1796,No,Cash Back,Letter,Low,2,No,Medium,1,2,4,Yes,1136,219,510,1752,2063
1797,No,Cash Back,Postcard,Medium,1,No,High,2,3,2,Yes,1070.75,134,1383,2132,634
1798,No,Air Miles,Letter,High,2,No,Low,3,2,3,Yes,1600,1519,1503,1626,1752
1799,No,Cash Back,Letter,High,2,No,Low,2,1,3,Yes,881.5,249,628,1022,1627
1800,Yes,Points,Letter,Medium,1,No,Low,3,1,3,Yes,813,632,850,773,997
1801,No,Cash Back,Postcard,Low,1,No,Low,1,2,3,No,1197.75,187,1703,1978,923
1802,No,Cash Back,Postcard,High,1,No,Medium,2,1,4,Yes,1444,1230,1161,1864,1521
1803,No,Air Miles,Postcard,Medium,2,No,High,2,2,3,Yes,1071.5,444,981,1395,1466
1804,No,Cash Back,Postcard,Medium,1,Yes,High,2,1,5,Yes,1277.5,720,1649,2008,733
1805,No,Air Miles,Letter,Medium,1,No,High,2,1,3,No,1055.75,1847,1167,501,708
1806,No,Cash Back,Postcard,Medium,2,No,Medium,1,1,4,Yes,196.25,305,219,11,250
1807,No,Air Miles,Letter,Low,1,Yes,High,2,2,3,Yes,1260.5,1903,1134,1201,804
1808,No,Points,Letter,Medium,1,No,Low,1,1,5,Yes,896,969,844,909,862
1809,No,Points,Postcard,Low,1,No,Medium,1,1,5,Yes,667.5,825,512,819,514
1810,No,Cash Back,Letter,High,1,Yes,Low,1,1,3,Yes,314.75,313,381,82,483
1811,No,Air Miles,Letter,Low,2,No,High,1,1,5,No,1087.5,1635,1439,961,315
1812,No,Points,Postcard,Medium,1,Yes,High,2,1,1,Yes,1265.5,552,1089,2129,1292
1813,No,Air Miles,Postcard,Low,1,No,Low,3,1,3,Yes,1080.25,1690,1459,971,201
1814,No,Air Miles,Letter,Low,1,No,Medium,1,1,4,Yes,718,550,800,687,835
1815,No,Cash Back,Letter,Medium,1,No,Low,1,1,3,No,717.25,674,950,673,572
1816,No,Air Miles,Letter,High,1,No,High,1,1,4,Yes,899.25,948,423,949,1277
1817,No,Air Miles,Postcard,Medium,1,No,Medium,2,1,3,Yes,880,538,1093,1228,661
1818,No,Points,Postcard,Low,1,No,Low,1,2,4,Yes,1096.5,708,661,941,2076
1819,No,Points,Letter,Medium,1,No,Low,2,2,2,Yes,266.5,432,397,169,68
1820,No,Cash Back,Letter,High,2,No,Medium,1,1,5,Yes,1275,598,606,1763,2133
1821,No,Points,Postcard,High,1,No,High,2,1,3,No,991.75,1829,1425,673,40
1822,No,Points,Postcard,Medium,2,No,High,1,1,5,No,687,695,720,619,714
1823,No,Air Miles,Letter,Low,2,No,Medium,2,1,2,Yes,939,1682,1225,707,142
1824,No,Air Miles,Postcard,High,1,No,Medium,2,1,4,Yes,283.75,398,17,257,463
1825,No,Points,Letter,Low,2,No,Low,1,2,4,Yes,186.5,262,33,133,318
1826,No,Air Miles,Letter,Low,1,No,High,3,1,2,No,1346.5,1162,1352,2071,801
1827,Yes,Cash Back,Postcard,Medium,1,No,Low,1,1,4,No,799.5,372,835,1522,469
1828,No,Air Miles,Postcard,Medium,1,No,Medium,2,2,4,Yes,1163.5,2055,980,756,863
1829,No,Points,Postcard,Medium,1,No,Medium,1,1,3,No,1075.25,483,1471,1206,1141
1830,No,Cash Back,Postcard,High,1,No,Medium,2,2,2,No,830,846,907,886,681
1831,No,Cash Back,Letter,Medium,1,No,Medium,2,1,5,Yes,163.75,175,120,19,341
1832,No,Air Miles,Postcard,Medium,1,No,Low,2,1,5,Yes,999.5,1817,1179,760,242
1833,No,Points,Letter,High,1,Yes,Medium,2,1,3,No,867.75,1344,822,1104,201
1834,No,Cash Back,Letter,Low,2,No,Medium,2,1,6,Yes,844.75,254,1591,934,600
1835,No,Air Miles,Postcard,High,1,No,High,2,1,4,No,268.75,449,271,23,332
1836,No,Air Miles,Postcard,Medium,2,No,Low,3,1,4,Yes,967.5,451,448,1533,1438
1837,No,Air Miles,Letter,High,1,No,Medium,2,2,2,No,3366.25,2509,2918,3823,4215
1838,No,Air Miles,Postcard,High,1,No,Low,1,1,3,Yes,1119.5,426,801,1641,1610
